,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0,name_y,eps_2015q1,eps_yoy_2015q1,bvps_2015q1,roe_2015q1,epcf_2015q1,net_profits_2015q1,profits_yoy_2015q1,distrib_2015q1,report_date_2015q1
1486,996,中国中期,公路,北京,229.09,3.45,3.45,60322.81,19549.0,374.98,4195.66,0.12,0.014,1.55,8.12,20000718,11201.38,0.32,-23.55,-6.26,14.62,55.14,49292.0,1020,中国中期,0.02,140.66,,0.86,,504.24,139.72,,04-29
1487,43,中航地产,全国地产,深圳,20.9,6.67,6.67,1913392.38,1112416.5,62311.8,54378.46,0.82,0.101,6.37,1.33,19940928,272219.97,4.08,51.86,188.31,21.72,4.4,23041.0,328,中航地产,-0.1,-241.89,,-1.96,,-6821.13,-241.85,,04-30
1488,600562,国睿科技,通信设备,江苏,176.8,3.28,4.79,267618.5,248821.97,12291.74,49526.9,1.03,0.037000000000000005,3.77,6.86,20030128,73070.49,1.53,8.84,-25.57,23.04,10.04,26992.0,442,国睿科技,0.05,-61.54,,1.55,,1381.5,-17.89,,04-30
1489,300282,汇冠股份,电脑设备,北京,60.83,2.23,2.5,254602.2,84770.61,8243.41,201531.52,8.08,0.071,9.55,1.82,20111229,10949.96,0.44,-68.32,-11.94,39.9,14.36,7100.0,1376,汇冠股份,0.09,-254.55,10.68,0.09,0.14,1086.91,-317.35,,04-28
1490,601886,江河集团,装修装饰,北京,26.25,9.41,11.54,2240556.75,1697733.38,104839.31,303710.72,2.63,0.083,6.04,1.44,20110818,253296.72,2.19,13.73,19.71,14.71,3.15,26754.0,2856,江河集团,0.04,0.0,,0.97,,5097.89,16.75,,04-16
1491,600385,山东金泰,黄金,山东,0.0,1.43,1.48,16076.61,14563.17,56.83,29904.44,2.02,-0.015,0.38,34.71,20010723,-41059.51,-2.77,70.83,9.44,93.36,-182.78,13244.0,1759,山东金泰,0.01,-66.67,,2.28,,124.01,-70.41,,04-25
1492,600062,华润双鹤,化学制药,北京,19.0,6.86,8.69,995551.19,531440.0,228591.22,65991.21,0.76,0.34600000000000003,8.92,2.94,19970522,581783.81,6.69,39.9,27.94,64.36,14.05,22654.0,1177,华润双鹤,0.29,10.16,,2.87,,16542.07,10.14,,04-28
1493,504,南华生物,出版业,湖南,0.0,3.11,3.12,41438.5,20976.4,1463.81,14164.02,0.45,-0.023,0.06,394.17,19921208,-47038.28,-1.51,486.45,-48.36,56.07,-42.5,13341.0,530,南华生物,-0.01,-20.26,,-135.81,,-380.92,-20.0,,04-30
1494,300123,亚光科技,船舶,湖南,99.94,2.77,5.6,667214.13,242647.72,93328.28,371186.94,6.63,0.033,8.25,1.62,20100928,32926.4,0.59,44.3,528.68,30.22,8.71,15812.0,1630,亚光科技,-0.02,-125.0,3.17,-0.65,-0.16,-612.87,-155.18,,04-27
1495,300463,迈克生物,医疗保健,四川,37.2,3.13,5.58,373639.5,237791.66,84878.25,53052.23,0.95,0.18,4.43,6.04,20150528,139802.7,2.51,42.9,24.51,52.95,19.34,17163.0,217,迈克生物,0.33,10.0,5.36,6.01,-0.37,4910.53,9.7,,05-11
1496,601216,君正集团,化工原料,内蒙,12.11,84.38,84.38,2468116.0,380700.22,735043.94,27452.66,0.03,0.092,1.96,2.28,20110222,738637.0,0.88,18.38,46.12,44.85,35.68,118419.0,740,君正集团,0.07,-29.92,,2.31,,15160.61,12.18,,04-29
1497,2612,朗姿股份,服饰,北京,22.56,2.09,4.0,761837.94,265144.28,39028.37,150797.95,3.77,0.151,6.88,1.98,20110830,75286.95,1.88,20.47,71.75,56.91,9.34,26301.0,2386,朗姿股份,0.18,-41.61,,1.59,,3611.67,-41.56,,04-23
1498,2411,必康股份,化学制药,江苏,56.8,2.94,15.32,1906562.75,573746.44,151065.22,489595.06,3.2,0.141,6.07,5.28,20100525,222170.0,1.45,119.61,29.98,29.88,11.89,11733.0,1767,必康股份,0.01,-200.0,,0.21,,179.17,-230.67,,04-25
1499,2747,埃斯顿,机械基件,江苏,160.14,8.22,8.38,320464.47,178142.19,25748.0,51958.03,0.62,0.022,1.88,7.34,20150320,26276.05,0.31,123.69,35.09,40.51,5.98,36283.0,1256,埃斯顿,0.04,-42.86,,1.78,,517.55,-12.26,,04-28
1500,300005,探路者,服饰,北京,47.91,6.41,8.91,326155.06,245279.34,24552.99,97057.9,1.09,0.025,2.88,1.66,20091030,54516.25,0.61,-29.49,-55.82,27.27,5.05,41113.0,2869,探路者,0.18,0.6,2.62,7.28,-0.08,9434.36,21.42,,04-15
1501,300483,沃施股份,专用机械,上海,101.68,0.32,0.61,159328.3,23057.71,6612.68,19029.03,3.09,0.094,6.58,5.82,20150630,13778.17,2.24,-25.47,-18.27,23.84,6.55,7656.0,190,沃施股份,0.28,-9.68,,5.36,,1277.43,-9.6,,06-10
1502,601718,际华集团,服饰,北京,34.68,43.92,43.92,3195863.75,1760696.63,402677.69,803983.56,1.83,0.035,4.32,1.13,20100816,627780.06,1.43,-9.12,-44.49,10.27,2.87,151727.0,1565,际华集团,0.05,-20.51,3.14,1.64,0.02,19671.47,-18.89,,04-28
1503,721,西安饮食,酒店餐饮,陕西,0.0,4.36,4.99,105594.02,44109.03,30901.36,5551.46,0.11,-0.016,1.31,3.74,19970430,4856.7,0.1,0.12,6.69,31.05,-6.67,58819.0,1444,西安饮食,-0.01,-127.73,,-0.44,,-303.96,-155.28,,04-28
1504,2133,广宇集团,全国地产,浙江,4.56,6.35,7.74,823671.69,754151.75,1784.5,83434.56,1.08,0.269,4.08,1.2,20070427,135581.88,1.75,120.05,945.85,46.12,12.42,45970.0,1259,广宇集团,,,,0.04,,104.7,-93.6,,04-28
1505,600372,中航电子,航空,北京,0.0,17.59,17.59,2085626.63,1547930.0,302097.94,141866.91,0.81,-0.034,4.02,3.76,20010706,300167.03,1.71,-0.83,-128.39,28.67,-6.6,56830.0,2182,中航电子,0.03,-34.78,,1.14,,5934.11,-26.75,,04-24
1506,600965,福成股份,农业综合,河北,58.5,5.28,8.19,245133.38,143125.02,55215.32,29767.09,0.36,0.044,2.31,4.49,20040713,71210.11,0.87,17.65,46.46,32.16,10.27,21806.0,2578,福成股份,0.04,-6.77,,2.32,,2180.47,21.16,,04-22
1507,2478,常宝股份,钢加工,江苏,27.22,6.09,9.87,579225.38,303728.53,176857.81,148456.61,1.5,0.048,3.77,1.38,20100921,99593.75,1.01,75.31,125.87,18.46,4.25,27707.0,2383,常宝股份,0.12,-7.69,,1.6,,4614.35,-13.21,,04-23
1508,600966,博汇纸业,造纸,山东,8.51,13.37,13.37,1448766.13,613561.44,474408.44,133432.95,1.0,0.153,3.87,1.35,20040608,228234.95,1.71,-15.88,4.01,28.08,11.94,88042.0,921,博汇纸业,0.01,-40.25,,0.24,,945.73,-20.7,,04-29
1509,2575,群兴玩具,文教休闲,广东,3171.05,5.89,5.89,90007.5,30437.65,332.64,15371.74,0.26,0.0,1.51,3.48,20110422,11470.19,0.19,-99.48,101.76,10.1,87.61,22350.0,2614,群兴玩具,0.01,-64.0,,0.47,,422.69,-23.86,,04-22
1510,656,金科股份,区域地产,重庆,41.43,52.16,53.4,16278794.0,14927614.0,238334.52,408350.88,0.76,0.02,3.41,1.55,19961128,788398.13,1.48,15.31,12.97,20.37,3.21,176227.0,2680,金科股份,0.09,-50.0,,1.08,,11887.25,-42.2,,04-21
1511,2493,荣盛石化,化纤,浙江,24.32,51.26,57.24,7180046.5,2334403.75,2037216.38,366818.72,0.64,0.111,2.6,4.17,20101102,720151.88,1.26,13.35,2.45,5.84,3.6,20124.0,2407,荣盛石化,0.01,-107.69,,0.18,,1189.0,-108.38,,04-23
1512,601166,兴业银行,银行,福建,4.81,190.52,207.74,643700608.0,0.0,1475800.0,7501100.0,3.61,0.85,19.74,0.83,20070205,23259300.0,11.2,2.28,4.94,0.0,49.97,259828.0,1233,兴业银行,0.78,11.43,14.33,5.86,-2.82,1479000.0,10.68,,04-28
1513,831,五矿稀土,小金属,山西,100.04,9.81,9.81,220468.95,169487.48,11798.53,74008.31,0.75,0.028,2.09,5.3,19980911,13519.45,0.14,2.65,226.51,33.31,25.24,104783.0,2687,五矿稀土,0.0,50.0,,0.12,,295.14,83.33,,04-21
1514,2683,宏大爆破,化工原料,广东,218.79,5.96,7.01,609561.63,333588.59,107259.13,158906.66,2.27,0.013,4.28,2.61,20120612,63957.88,0.91,19.1,-4.21,17.25,1.29,20665.0,1893,宏大爆破,0.07,-22.22,,0.79,,1593.48,-20.44,,04-25
1515,600322,天房发展,区域地产,天津,20.68,11.06,11.06,3456865.5,3246185.5,9220.01,220524.2,1.99,0.068,4.03,1.39,20010910,84903.42,0.77,27.02,37.31,22.02,6.05,66478.0,566,天房发展,0.03,-50.0,,0.78,,3584.57,-44.42,,04-30
1516,2803,吉宏股份,广告包装,福建,60.5,0.46,1.16,108738.1,62764.7,31973.16,14522.61,1.25,0.163,3.77,10.46,20160712,24004.03,2.07,126.53,109.49,33.23,4.48,7419.0,15,吉宏股份,0.05,,,1.87,,453.52,,,06-22
1517,600903,贵州燃气,供气供热,贵州,161.57,1.22,8.13,777515.75,171053.94,351614.03,51021.3,0.63,0.044,2.99,9.52,20171107,26573.02,0.33,0.0,0.0,17.74,3.95,101773.0,377,贵州燃气,,,,,,-3226.86,-23.03,,04-30
1518,300392,腾信股份,互联网,北京,543.4,1.64,3.84,147369.02,105303.95,13762.55,8180.33,0.21,0.005,1.24,9.25,20140910,-3627.7,-0.09,40.06,111.2,6.47,0.61,28702.0,1646,腾信股份,0.22,-4.35,12.18,1.8,-0.81,1389.26,28.26,,04-27
1519,603866,桃李面包,食品,辽宁,62.6,0.59,4.71,364546.38,195249.13,128669.52,122749.47,2.61,0.23,6.94,8.29,20151222,136394.98,2.9,20.57,51.6,38.82,10.93,6681.0,93,桃李面包,0.14,,,5.73,,5727.54,,,04-27
1520,300230,永利股份,塑料,上海,25.45,2.52,4.53,427661.44,238952.97,56360.69,159644.38,3.52,0.113,6.03,1.91,20110615,69917.46,1.54,6.58,-27.76,29.41,7.47,19737.0,1654,永利股份,0.05,14.02,3.62,1.38,0.04,801.24,13.95,,04-27
1521,2675,东诚药业,化学制药,山东,47.74,5.78,7.04,535741.25,217371.66,64317.15,146063.06,2.08,0.062,4.17,2.83,20120525,66440.17,0.94,26.33,38.93,50.75,10.86,28763.0,2753,东诚药业,0.14,-2.34,,2.02,,2381.34,-2.36,,04-18
1522,603366,日出东方,家用电器,江苏,0.0,8.0,8.0,598558.5,200217.25,122073.65,180837.0,2.26,-0.021,4.45,1.33,20120521,75334.09,0.94,60.25,-200.95,38.82,-2.76,40561.0,2826,日出东方,0.08,-50.0,,0.91,,3229.44,-48.42,,04-17
1523,603868,飞科电器,家用电器,上海,33.34,0.44,4.36,315706.72,231292.8,58006.46,68804.5,1.58,0.4,5.93,9.0,20160418,124316.51,2.85,-5.93,-12.99,37.87,19.71,12274.0,70,飞科电器,0.31,,,15.73,,12162.7,,,04-28
1524,2576,通达动力,电气设备,江苏,110.89,1.37,1.65,110170.2,81313.72,20449.84,54705.85,3.31,0.027000000000000003,5.2,2.32,20110428,12235.46,0.74,0.89,-71.08,10.97,1.8,20083.0,2696,通达动力,0.01,,,0.14,,117.07,83.61,,04-21
1525,600420,现代制药,化学制药,上海,19.53,5.75,11.1,1597528.63,776622.69,638650.69,256039.92,2.31,0.156,5.72,2.13,20040616,250738.16,2.26,31.36,8.64,48.19,5.57,25934.0,405,现代制药,0.18,32.2,,4.41,,5257.0,32.17,,04-30
1526,601727,上海电气,电气设备,上海,34.77,98.51,147.25,19887490.0,14318450.0,1366585.25,1650550.13,1.12,0.045,3.83,1.62,20081205,2013679.75,1.37,20.04,22.55,20.72,3.57,327648.0,1826,上海电气,0.05,-2.68,,1.84,,65120.6,-2.77,,04-25
1527,2291,星期六,服饰,广东,32.19,3.63,3.99,332038.38,262730.97,11703.67,94891.55,2.38,0.048,3.79,1.64,20090903,8700.46,0.22,-8.69,66.67,54.61,5.32,29117.0,1566,星期六,0.03,-40.0,,0.74,,1221.66,-27.36,,04-28
1528,600354,敦煌种业,种植业,甘肃,0.0,4.48,5.28,214503.09,137859.86,50356.0,89895.68,1.7,-0.078,1.66,3.86,20040115,-58261.3,-1.1,-5.43,-115.12,14.83,-48.3,69318.0,367,敦煌种业,-0.11,-29.19,,-7.88,,-5116.1,-29.01,,04-30
1529,2330,得利斯,食品,山东,82.19,5.02,5.02,165123.02,60256.81,86050.88,48672.28,0.97,0.02,2.66,2.42,20100106,32744.22,0.65,41.58,27.57,11.89,1.74,27197.0,1363,得利斯,0.04,-20.37,,1.64,,2182.33,-18.94,,04-28
1530,600712,南宁百货,百货,广西,0.0,5.38,5.45,223470.66,74036.81,110228.9,36985.75,0.68,-0.0,1.95,3.32,19960626,9523.53,0.17,10.2,31.67,15.51,-0.02,24310.0,827,南宁百货,0.0,0.0,,0.1,,105.52,-6.13,,04-29
1531,300479,神思电子,软件服务,山东,542.45,0.88,1.6,61612.01,46696.2,7162.5,8143.97,0.51,0.009000000000000001,2.57,7.73,20150612,14742.23,0.92,14.38,-78.12,33.18,1.7,30324.0,205,神思电子,0.22,450.0,,,,1327.58,495.8,,05-25
1532,603012,创力集团,专用机械,上海,32.97,6.37,6.37,394951.84,292643.81,36786.8,86021.21,1.35,0.052000000000000005,4.06,1.69,20150320,96969.45,1.52,29.54,18.75,37.05,13.36,29517.0,1364,创力集团,0.14,-6.67,,2.07,,3639.61,1.04,,04-28
1533,2654,万润科技,半导体,深圳,28.94,4.9,9.03,582417.94,286008.53,49262.4,184123.36,2.04,0.07,3.66,1.94,20120217,52518.55,0.58,107.26,109.38,13.43,5.7,50074.0,2404,万润科技,0.01,-80.0,,0.39,,218.74,-76.87,,04-23
1534,601021,春秋航空,空运,上海,21.13,8.0,9.17,2453551.5,963155.13,1065857.25,489691.5,5.34,0.46,13.43,2.65,20150121,602833.13,6.57,25.63,27.12,15.44,11.93,22821.0,416,春秋航空,0.69,18.97,,5.24,,25432.35,46.43,,04-30
1535,601003,柳钢股份,普钢,广西,4.48,25.63,25.63,2251592.25,1241711.13,955851.19,20843.6,0.08,0.408,3.22,2.27,20070227,423581.06,1.65,25.49,416.29,12.51,9.22,63650.0,736,柳钢股份,-0.14,-393.71,,-6.28,,-34698.7,-393.83,,04-29
1536,600679,上海凤凰,文教休闲,上海,297.1,1.91,4.02,178203.98,58997.05,13398.67,76253.36,1.9,0.013,3.32,4.52,19931008,8447.55,0.21,-42.75,-51.39,16.27,3.1,45430.0,2037,上海凤凰,-0.0,-90.22,,-0.12,,-78.93,-90.07,,04-25
1537,2560,通达股份,电气设备,河南,132.57,2.75,4.29,225641.8,115880.97,23978.21,70469.74,1.64,0.014,3.53,2.15,20110303,37173.95,0.87,27.2,30.32,9.56,1.71,35195.0,2134,通达股份,0.08,33.33,,0.78,,1088.35,45.63,,04-24
1538,300016,北陆药业,中成药,北京,43.93,2.54,3.26,116988.57,49611.37,18317.77,36954.05,1.13,0.08800000000000001,3.37,4.6,20091030,34076.5,1.05,5.23,8.85,67.98,23.61,31961.0,2867,北陆药业,0.07,26.4,2.07,3.23,0.03,2043.02,28.9,,04-15
1539,600373,中文传媒,出版业,江西,11.89,13.78,13.78,2214731.75,1457047.38,134734.91,543854.88,3.95,0.327,9.18,1.69,20020304,570668.94,4.14,-2.4,-4.75,41.78,15.81,35810.0,785,中文传媒,0.25,-37.5,,4.02,,31985.78,22.35,,04-29
1540,600882,广泽股份,乳制品,上海,0.0,3.99,4.11,269108.13,112493.7,37558.87,169208.92,4.12,-0.049,2.83,2.88,19951206,-95049.65,-2.31,-4.91,-543.61,23.13,-10.65,15875.0,604,广泽股份,-0.01,-104.76,,-0.2,,-271.23,-103.18,,04-30
1541,601799,星宇股份,汽车配件,江苏,31.41,2.76,2.76,656134.88,513515.59,91029.21,265938.06,9.63,0.474,15.04,3.96,20110201,103821.36,3.76,21.79,32.0,21.1,11.14,5244.0,2692,星宇股份,0.25,13.82,,2.98,,5996.39,13.78,,04-21
1542,603919,金徽酒,白酒,甘肃,12.93,1.16,3.64,237760.47,88869.93,107192.05,65397.81,1.8,0.333,5.35,3.22,20160310,84406.99,2.32,5.44,6.63,62.0,24.87,24729.0,128,金徽酒,0.33,,,10.31,,6956.39,,,04-22
1543,600064,南京高科,园区开发,江苏,14.52,12.36,12.36,2571417.0,1132026.88,35985.84,43190.73,0.35,0.15,8.53,1.02,19970506,381347.16,3.09,18.6,80.66,47.33,21.73,52842.0,2604,南京高科,0.69,449.21,,4.28,,35706.32,446.97,,04-22
1544,600674,川投能源,水力发电,四川,12.39,44.02,44.02,3135656.5,210831.2,324368.69,405193.03,0.92,0.189,5.29,1.77,19930924,1047730.88,2.38,2.13,2.9,65.83,381.16,72254.0,2017,川投能源,0.35,82.22,,4.86,,77159.74,94.66,,04-25
1545,697,炼石有色,航空,陕西,0.0,4.54,5.6,488769.44,119465.9,111526.7,56684.8,1.01,-0.046,2.62,7.28,19970325,29302.85,0.52,0.0,-39.24,21.05,-7.5,34906.0,1768,炼石有色,0.01,6.06,,0.27,,390.69,22.24,,04-25
1546,603268,DR松发股,陶瓷,广东,51.16,0.88,1.25,125536.52,50656.03,23517.92,25043.86,2.0,0.094,4.77,4.04,20150319,25722.1,2.06,39.84,72.29,38.95,8.81,8507.0,513,松发股份,0.18,-14.29,,4.1,,1210.82,-12.74,,04-30
1547,2028,思源电气,电气设备,上海,0.0,5.79,7.6,623999.44,520986.06,52899.65,6403.6,0.08,-0.01,5.71,3.4,20040805,319682.69,4.21,-3.13,-144.06,31.96,-1.3,20037.0,267,思源电气,0.09,350.0,,1.48,,5309.32,512.29,,04-30
1548,803,*ST金宇,纺织,四川,0.0,1.28,1.28,125929.85,51691.73,6649.4,2009.93,0.16,-0.038,0.61,32.45,19980303,-9896.11,-0.77,488.19,64.12,16.86,-8.58,5563.0,951,*ST金宇,-0.01,-66.67,,-1.0,,-150.38,-61.98,,04-29
1549,600381,青海春天,医疗保健,青海,37.67,2.12,6.31,249240.8,185135.23,10409.28,18960.8,0.3,0.069,3.73,2.78,20010508,142785.31,2.26,-16.11,14.5,22.91,43.41,47416.0,624,青海春天,0.03,-590.48,,1.02,,1511.0,-250.68,,04-30
1550,2730,电光科技,电气设备,浙江,107.81,2.9,3.23,156653.13,95112.95,24871.25,17854.59,0.55,0.024,2.8,3.73,20141009,35828.68,1.11,29.58,60.64,30.62,5.17,24686.0,815,电光科技,0.03,-25.0,,0.49,,385.69,-14.52,,04-29
1551,576,广东甘化,造纸,广东,1560.14,4.34,4.43,107540.67,72984.47,6844.47,84243.13,1.9,0.003,2.3,9.09,19940907,-31780.91,-0.72,13.58,110.8,2.19,1.93,13182.0,2763,广东甘化,-0.03,-397.0,,-1.3,,-1314.59,-485.29,,04-18
1552,869,张 裕Ａ,红黄药酒,山东,15.19,4.53,6.85,1313404.38,512225.91,534349.75,56595.53,0.83,0.6990000000000001,13.68,3.11,20001026,778852.56,11.36,-4.88,-7.2,65.33,26.58,44606.0,288,张裕A,0.77,14.93,,7.46,,53024.84,15.9,,04-30
1553,2174,游族网络,互联网,福建,21.83,5.77,8.88,696477.31,328682.31,69760.17,96575.92,1.09,0.25,4.67,4.67,20070925,244462.84,2.75,-2.25,7.84,64.36,25.59,39646.0,1451,游族网络,0.38,-575.0,,10.9,,10425.65,-1606.53,,04-28
1554,2668,奥马电器,家用电器,广东,39.78,3.82,6.35,1023482.88,721468.13,127077.55,113638.85,1.79,0.138,5.63,3.91,20120416,169135.19,2.66,36.19,82.06,29.99,5.22,14494.0,2893,奥马电器,0.17,-29.17,,1.68,,2869.74,-26.2,,04-14
1555,300349,金卡智能,电器仪表,浙江,27.0,3.36,4.29,401014.72,213790.92,27428.43,197912.34,4.61,0.205,7.22,3.06,20120817,85851.46,2.0,36.54,100.01,47.51,23.28,11522.0,2904,金卡智能,0.12,-57.81,4.95,2.45,-0.11,2153.69,-15.6,,04-10
1556,600383,金地集团,全国地产,深圳,11.63,45.15,45.15,22486136.0,18658582.0,110684.32,324590.34,0.72,0.243,9.18,1.23,20010412,3136630.75,6.95,17.71,25.73,34.2,16.1,69155.0,1362,金地集团,0.02,100.0,,0.25,,7851.85,59.13,,04-28
1557,300334,津膜科技,专用机械,天津,0.0,2.75,3.04,283082.22,161684.27,28157.71,107438.7,3.54,-0.008,5.47,2.12,20120705,24576.0,0.81,9.31,-294.97,37.04,-1.59,28476.0,2306,津膜科技,0.02,-66.67,3.31,0.67,-0.3,578.12,-45.41,,04-24
1558,2221,东华能源,石油贸易,江苏,15.06,15.04,16.5,2425390.5,1431263.25,823280.38,394683.28,2.39,0.207,4.81,2.6,20080306,239537.7,1.45,55.45,58.44,6.93,3.75,27566.0,2309,东华能源,0.03,63.93,,0.72,,2076.37,93.78,,04-24
1559,2282,博深工具,轻工机械,河北,91.94,1.84,4.38,252354.2,109995.32,35419.65,144143.23,3.29,0.04,4.76,2.65,20090821,18182.97,0.42,95.72,261.71,30.22,6.31,31067.0,2572,博深工具,0.02,-33.33,,0.5,,402.75,-30.51,,04-22
1560,2497,雅化集团,化工原料,四川,58.12,8.15,9.6,454945.16,156366.16,98728.81,35644.35,0.37,0.056,2.68,4.84,20101109,103336.11,1.08,52.84,72.15,28.66,9.57,121000.0,2448,雅化集团,0.04,-45.95,,0.9,,1963.31,-44.74,,04-23
1561,2081,金 螳 螂,装修装饰,江苏,15.53,25.59,26.43,2577451.5,2176979.25,96234.3,15950.8,0.06,0.209,4.55,2.86,20061120,823368.25,3.11,16.51,15.66,16.02,10.92,63445.0,1156,金螳螂,0.25,-27.15,,5.9,,43657.15,10.05,,04-28
1562,2877,智能自控,电器仪表,江苏,127.7,0.52,2.08,83967.34,63890.11,5720.9,22719.17,1.09,0.051,2.87,9.14,20170605,21285.2,1.02,3.73,8.46,38.7,13.82,16241.0,155,智能自控,0.04,,2.66,1.6,-0.05,401.54,,,11-13
1563,600097,开创国际,渔业,上海,0.0,2.03,2.41,181609.02,104152.88,54571.2,61164.21,2.54,-0.102,6.15,2.17,19970619,38490.09,1.6,14.51,39.93,19.34,-6.61,15768.0,553,开创国际,-0.32,146.15,,-7.4,,-6559.65,153.41,,04-30
1564,300443,金雷风电,专用机械,山东,61.2,1.59,2.38,171590.59,106978.13,43072.73,68372.13,2.87,0.056,6.87,2.0,20150422,63543.19,2.67,-41.59,-73.77,26.27,13.32,17864.0,2704,金雷风电,0.6,93.55,9.95,6.22,0.32,2699.95,90.77,,04-21
1565,300382,斯莱克,专用机械,江苏,65.68,2.12,3.13,143783.73,109736.65,25720.48,33258.94,1.06,0.054000000000000006,3.44,4.15,20140129,34920.87,1.11,153.57,24.72,41.99,13.32,7380.0,2094,斯莱克,0.46,37.27,12.11,4.54,-0.92,2430.69,42.73,,04-24
1566,603988,中电电机,电气设备,江苏,141.56,1.2,1.2,89426.75,73770.78,5278.03,28804.25,2.4,0.052000000000000005,5.61,5.27,20141104,23551.64,1.96,3.88,-29.99,29.21,8.37,11045.0,1290,中电电机,0.18,77.73,,4.63,,1443.3,136.93,,04-28
1567,603861,白云电器,电气设备,广东,61.52,1.21,4.43,439978.19,260369.41,94718.3,49340.17,1.11,0.061,5.02,2.99,20160322,111731.3,2.52,4.47,4.81,31.92,8.0,23581.0,36,白云电器,0.08,,,2.34,,2888.68,,,04-30
1568,603779,威龙股份,红黄药酒,山东,48.68,0.93,2.3,194679.38,125010.65,38216.51,67785.7,2.95,0.08199999999999999,6.1,2.61,20160516,45256.26,1.97,3.94,22.19,55.68,8.4,22253.0,31,威龙股份,0.04,,,,,611.55,,,05-13
1569,300065,海兰信,软件服务,北京,50.86,2.74,3.62,228505.02,157853.55,6874.97,55449.36,1.53,0.081,3.43,4.82,20100326,30789.9,0.85,13.22,44.06,46.56,18.91,20993.0,2016,海兰信,0.01,-80.0,2.86,0.47,-0.21,283.66,-43.41,,04-25
1570,601566,九牧王,服饰,福建,12.68,5.75,5.75,623503.06,275572.53,42325.09,257579.72,4.48,0.336,9.2,1.85,20110530,107533.86,1.87,12.47,21.37,58.23,25.86,18514.0,2113,九牧王,0.22,-12.0,,2.84,,12794.03,-11.5,,04-24
1571,601020,华钰矿业,铅锌,西藏,56.76,2.83,5.26,311110.84,48576.18,76433.75,37449.85,0.71,0.075,3.51,4.86,20160316,84133.43,1.6,257.47,89.87,35.15,16.88,31317.0,116,华钰矿业,0.01,,,0.3,,287.22,,,04-25
1572,603198,迎驾贡酒,白酒,安徽,10.62,1.66,8.0,566622.81,397619.91,128493.07,126300.05,1.58,0.405,5.55,3.1,20150528,208359.56,2.6,11.87,12.46,65.41,28.69,40503.0,55,迎驾贡酒,0.29,,,7.77,,20653.25,,,04-29
1573,600771,广誉远,中成药,青海,93.98,2.68,3.53,252921.05,183476.27,5364.49,175379.02,4.97,0.146,5.57,9.88,19961105,-17104.85,-0.48,45.6,112.96,82.56,17.6,12548.0,1461,广誉远,-0.01,-83.33,,-1.4,,-116.52,-86.11,,04-28
1574,2728,特一药业,中成药,广东,37.55,1.13,2.0,190387.92,76321.61,32890.15,23792.63,1.19,0.124,5.34,3.49,20140731,49717.75,2.49,34.31,32.5,49.85,12.17,21045.0,2366,特一药业,0.21,,,2.77,,2063.06,-10.25,,04-23
1575,300467,迅游科技,互联网,四川,42.75,1.0,2.27,360902.5,64353.15,2124.9,273791.72,12.08,0.229,13.61,2.87,20150527,20720.51,0.91,319.18,232.12,84.75,29.65,12251.0,220,迅游科技,0.56,3.7,,,,1676.59,2.58,,05-11
1576,300144,宋城演艺,旅游景点,浙江,22.8,11.53,14.53,910209.13,271186.53,160663.06,247631.2,1.7,0.222,5.25,3.85,20101209,347426.81,2.39,6.0,31.48,67.97,45.26,35592.0,2542,宋城演艺,0.17,88.89,6.35,2.74,0.3,9552.59,91.28,,04-22
1577,600859,王府井,百货,北京,10.3,3.05,7.76,1984343.0,804141.0,458670.31,495869.56,6.39,0.585,13.51,1.79,19940506,316721.97,4.08,6.11,107.81,20.89,6.36,27064.0,1994,王府井,0.49,1.24,,3.21,,22565.79,1.21,,04-25
1578,600182,S佳通,汽车配件,黑龙江,103.36,1.7,3.4,323398.38,218389.27,98326.15,119.85,0.0,0.065,2.6,10.34,19990507,42107.05,1.24,-5.95,-21.08,16.2,2.67,33112.0,585,S佳通,0.12,-33.33,,3.51,,4031.35,-35.79,,04-30
1579,2268,卫 士 通,软件服务,四川,0.0,8.1,8.38,544501.0,372511.34,26050.88,255834.8,3.05,-0.102,5.02,6.2,20080811,76232.45,0.91,21.1,15.96,34.77,-59.38,29379.0,2097,卫士通,-0.07,-30.65,,-2.44,,-3093.3,73.66,,04-24
1580,603843,正平股份,建筑施工,青海,60.94,1.93,4.0,473199.75,352058.41,45174.01,37026.4,0.93,0.06,3.27,3.78,20160905,43340.73,1.08,248.13,245.44,7.77,3.39,25696.0,6,正平股份,-0.05,,,-1.54,,-960.51,,,07-25
1581,603598,引力传媒,影视音像,北京,78.86,0.97,2.71,209993.27,140877.97,631.82,12158.49,0.45,0.053,2.5,6.66,20150527,32011.65,1.18,45.13,13.16,8.42,1.61,24620.0,67,引力传媒,0.11,,,3.55,,1147.87,,,04-28
1582,603520,司太立,化学制药,浙江,39.2,0.65,1.2,209194.56,85016.88,74674.1,45597.76,3.8,0.185,7.33,3.95,20160309,24919.39,2.08,0.39,-21.03,38.61,11.25,15056.0,62,司太立,0.38,,,7.85,,3440.21,,,04-28
