,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,mbrg_2015q1,nprg_2015q1,nav_2015q1,targ_2015q1,epsg_2015q1,seg_2015q1,Unnamed: 0_y,name_x,mbrg_2015q2,nprg_2015q2,nav_2015q2,targ_2015q2,epsg_2015q2,seg_2015q2,Unnamed: 0_x,name_y,mbrg_2015q3,nprg_2015q3,nav_2015q3,targ_2015q3,epsg_2015q3,seg_2015q3,Unnamed: 0_y,name_x,mbrg_2015q4,nprg_2015q4,nav_2015q4,targ_2015q4,epsg_2015q4,seg_2015q4,Unnamed: 0_x,name_y,mbrg_2016q1,nprg_2016q1,nav_2016q1,targ_2016q1,epsg_2016q1,seg_2016q1,Unnamed: 0_y,name_x,mbrg_2016q2,nprg_2016q2,nav_2016q2,targ_2016q2,epsg_2016q2,seg_2016q2,Unnamed: 0_x,name_y,mbrg_2016q3,nprg_2016q3,nav_2016q3,targ_2016q3,epsg_2016q3,seg_2016q3,Unnamed: 0_y,name_x,mbrg_2016q4,nprg_2016q4,nav_2016q4,targ_2016q4,epsg_2016q4,seg_2016q4,Unnamed: 0_x,name_y,mbrg_2017q1,nprg_2017q1,nav_2017q1,targ_2017q1,epsg_2017q1,seg_2017q1,Unnamed: 0_y,name_x,mbrg_2017q2,nprg_2017q2,nav_2017q2,targ_2017q2,epsg_2017q2,seg_2017q2,Unnamed: 0_x,name_y,mbrg_2017q3,nprg_2017q3,nav_2017q3,targ_2017q3,epsg_2017q3,seg_2017q3,Unnamed: 0_y,name_x,mbrg_2017q4,nprg_2017q4,nav_2017q4,targ_2017q4,epsg_2017q4,seg_2017q4,Unnamed: 0,name_y,mbrg_2018q1,nprg_2018q1,nav_2018q1,targ_2018q1,epsg_2018q1,seg_2018q1
18,980,众泰汽车,汽车配件,安徽,31.91,5.28,20.38,3228681.0,1732531.63,299354.16,1326577.75,6.51,0.069,8.31,1.06,20000616,161384.91,0.79,917.68,351.37,18.03,2.59,60000.0,1681,众泰汽车,36.9544,-35.9708,1.1421,9.651,-33.3333,1.1571,1685,众泰汽车,31.1502,-19.4074,1.7591,11.5998,-16.6667,1.7636,1494,众泰汽车,31.9483,-10.7678,1.8612,12.8265,0.0,1.8678,678,众泰汽车,46.2925,43.9334,2.9612,17.1786,37.5,2.9625,615,众泰汽车,-4.98,38.6243,2.7952,16.1195,25.0,2.7876,649,众泰汽车,20.1317,41.3644,2.9621,16.5069,40.0,2.9832,729,众泰汽车,26.6281,40.6245,3.0484,6.034,33.3333,3.0736,835,众泰汽车,4.1599,43.9291,3.6697,20.665,45.4545,3.6673,1476,众泰汽车,41.1273,12.4743,4.3066,15.5339,20.0,4.2973,125,众泰汽车,626.4533,501.6096,561.3152,745.5746,71.4286,563.4696,54,众泰汽车,831.1349,989.1788,661.6923,867.4628,312.5,664.2801,36,众泰汽车,1128.4802,1204.2675,676.8705,706.4837,346.3125,679.675,131,众泰汽车,917.6814,350.8406,672.2175,696.717,16.6667,674.9848
19,601231,环旭电子,元器件,上海,31.77,21.76,21.76,1584209.75,1372897.88,145092.11,163787.11,0.75,0.086,4.05,2.7,20120220,468723.56,2.15,-3.77,-34.72,10.31,3.01,28694.0,1408,环旭电子,22.5155,-10.4976,63.7043,55.024,-18.75,63.7043,1837,环旭电子,37.9008,-31.2214,59.9865,48.7069,-67.6471,59.9865,1432,环旭电子,39.2709,-7.27,59.0808,40.6738,-56.0,59.0808,1970,环旭电子,34.3355,-1.5508,7.6337,5.6582,-53.6232,7.6337,1836,环旭电子,15.0886,-40.1913,7.254,-2.5534,-69.2308,7.2312,1172,环旭电子,3.5549,11.6864,8.9569,-5.8608,9.0909,8.9325,1298,环旭电子,6.73,12.7498,9.9588,12.1087,9.0909,9.9299,1496,环旭电子,12.4785,16.7628,10.695,18.2124,15.625,10.6606,258,环旭电子,31.9863,239.3107,13.6349,13.753,225.0,13.6363,456,环旭电子,29.8785,109.9116,13.8269,15.5031,116.6667,13.8299,700,环旭电子,22.4788,62.1535,13.2345,6.0251,66.6667,13.2423,663,环旭电子,23.8569,62.9848,14.538,12.7144,62.1622,14.5512,2404,环旭电子,-3.7718,-34.7061,11.6138,10.5492,-30.7692,11.6145
20,600026,中远海能,水运,上海,0.0,27.36,40.32,5906997.0,764394.94,4145174.5,759751.25,1.88,-0.021,6.83,0.8,20020523,1340718.88,3.33,-9.87,-115.07,9.99,-3.53,117971.0,745,中远海能,-8.5355,20.2188,19.6896,8.9674,17.6471,21.4672,121,中远海能,-7.4908,329.7377,17.4527,4.727,509.6,18.3344,79,中远海能,-2.0088,423.9143,20.0959,2.8701,594.8207,20.8816,1377,中远海能,3.5894,14.6436,17.112000000000002,3.9973,7.3384,17.7205,308,中远海能,3.9548,98.864,-1.29,2.7091,113.3333,-0.7974,102,中远海能,46.2522,459.4839,1.9649,8.0268,492.5197,7.0887,203,中远海能,15.4742,201.6095,1.0521,-14.5988,216.2844,6.1291,126,中远海能,1.7926,322.7759,3.3928,-15.1463,386.5306,6.6773,228,中远海能,-12.2485,280.5214,5.9804,-13.1097,263.8021,8.7207,2695,中远海能,-41.078,-50.7301,3.1717,-16.4349,-53.2226,1.4378,2701,中远海能,-32.1047,-40.1025,3.135,6.1155,-43.9086,0.7682,2248,中远海能,-24.9595,-3.5836,3.0588,4.0724,-8.1166,1.8478,2842,中远海能,-9.8733,-108.2002,1.0272,-0.3317,-115.1038,-1.4348
21,2241,歌尔股份,元器件,山东,55.52,27.23,32.45,2491776.75,1118792.63,947567.63,295067.25,0.91,0.057,4.64,2.71,20080522,803728.5,2.48,-10.61,-38.55,21.9,4.54,117587.0,1193,歌尔股份,15.4901,1.8236,31.6491,36.1885,5.8824,30.5646,1630,歌尔股份,15.9065,-16.4682,28.8579,27.0462,-15.0,27.7499,1678,歌尔股份,8.8276,-21.4536,23.6117,28.7684,-20.0,23.5698,2456,歌尔股份,7.5363,-26.3553,11.4406,8.3919,-24.7706,12.8939,1724,歌尔股份,11.0424,-27.5659,10.3996,9.344,-27.7778,11.7983,1691,歌尔股份,20.8392,-10.1991,9.989,20.0738,-8.8235,11.4864,1135,歌尔股份,38.5689,18.6373,12.1482,22.0424,21.4286,13.8041,1122,歌尔股份,41.2403,29.7116,14.2304,19.0366,31.7073,15.312,779,歌尔股份,68.3278,48.2644,15.4455,29.2801,53.8462,16.593,772,歌尔股份,52.3879,52.6774,39.5363,22.4527,-25.8065,40.7219,1057,歌尔股份,36.9316,35.1737,37.5085,11.8037,-35.2941,38.4914,1136,歌尔股份,32.3983,30.9398,37.5081,15.9675,-37.037,37.3382,2433,歌尔股份,-10.6097,-37.1104,34.4132,5.9658,-70.0,34.2159
22,600063,皖维高新,化纤,安徽,75.25,19.26,19.26,869768.81,232325.77,465749.84,159929.0,0.83,0.011,2.44,1.38,19970528,36398.23,0.19,28.05,-20.46,15.28,1.79,97390.0,1014,皖维高新,-10.9069,7.938,64.1498,24.0451,27.2727,73.8392,1736,皖维高新,-18.696,-23.0734,72.1346,37.9961,-19.5122,82.1061,1968,皖维高新,-15.3307,-46.5095,14.8676,14.7857,-45.679,21.0843,2666,皖维高新,-15.5462,-40.6409,-0.5433,2.074,-41.6667,-0.5433,712,皖维高新,3.9704,30.8706,-14.8202,-3.9732,14.2857,-14.8202,932,皖维高新,2.1128,22.0409,-22.7034,-10.8909,12.1212,-22.7034,712,皖维高新,0.3858,42.0854,13.3433,15.1353,38.6364,13.3433,2113,皖维高新,1.6872,0.8945,-0.7123,17.054000000000002,0.0,-0.7123,1758,皖维高新,16.4417,2.3775,6.2153,19.4325,6.25,6.2153,1384,皖维高新,27.0673,19.3645,43.3409,24.9041,13.5135,43.3409,1674,皖维高新,32.9945,10.4479,36.5595,7.8922,1.6393,36.5595,2582,皖维高新,32.8008,-22.6433,32.41,1.7063,-28.5714,32.41,2225,皖维高新,28.0462,-20.4559,26.9485,-3.5552,-35.2941,26.9485
23,600826,兰生股份,商贸代理,上海,62.74,4.21,4.21,446667.69,266424.25,2368.75,13624.95,0.32,0.06,7.81,1.94,19940204,170450.3,4.05,27.56,8.01,4.94,3.21,24824.0,45,兰生股份,84.708,678.306,97.9819,103.7673,672.7273,96.306,33,兰生股份,72.2406,949.4264,91.9513,93.1135,930.6122,90.1622,44,兰生股份,71.4534,887.1922,32.2133,36.9414,883.3333,30.3717,1943,兰生股份,72.5961,-0.7387,-19.5739,-15.686,-3.1873,-19.9025,48,兰生股份,30.8953,824.3183,-5.5993,-6.7002,835.2941,-5.8521,467,兰生股份,12.6629,65.6388,-3.6283,-6.9147,66.3366,-3.7132,503,兰生股份,13.602,68.0557,34.779,26.2097,68.6441,35.297,594,兰生股份,8.2494,64.1528,19.3293,10.2357,64.6091,19.5108,2517,兰生股份,-2.1395,-96.2214,-0.1549,-3.6033,-96.2264,0.0411,2837,兰生股份,47.1985,-92.6846,1.4732,6.4437,-93.4524,1.3499,2927,兰生股份,37.8513,-87.1489,-7.5251,0.9243,-87.9397,-7.7745,2951,兰生股份,28.7236,-61.1038,-9.6351,-3.6201,-65.5,-10.6666,1621,兰生股份,27.5556,7.6927,-10.6914,-8.3977,0.0,-11.9899
24,300253,卫宁健康,软件服务,上海,133.48,11.96,16.09,363619.38,159426.16,36857.5,42739.4,0.27,0.025,1.71,7.87,20110818,74568.67,0.46,22.93,50.04,45.58,19.67,73492.0,354,卫宁健康,86.3462,62.041,26.8798,64.7551,-20.0,23.8704,399,卫宁健康,77.8275,62.8053,29.0892,65.1202,-38.8571,25.5802,624,卫宁健康,55.4936,34.4653,27.1587,37.9044,-48.4277,25.9389,877,卫宁健康,53.2641,31.6772,32.2667,42.432,-50.3036,31.8962,727,卫宁健康,39.2183,29.4631,130.6253,116.0908,-50.125,133.1066,78,卫宁健康,37.5817,634.2207,166.8135,136.8704,394.7664,170.1729,102,卫宁健康,33.777,418.8672,148.9316,104.6313,247.9268,152.0082,186,卫宁健康,26.7296,225.3914,129.7222,92.91,130.4348,130.8732,1756,卫宁健康,24.4642,2.4048,38.5836,31.3486,-19.0476,37.8462,2802,卫宁健康,15.649,-80.5082,9.658,13.2759,-89.3842,9.4347,2878,卫宁健康,17.9639,-72.3242,12.6247,15.0564,-85.191,12.0277,2926,卫宁健康,26.1173,-56.2804,10.4809,10.924,-77.5612,10.9815,566,卫宁健康,22.9259,68.3846,7.7036,6.5054,-20.743,7.8954
25,2410,广联达,软件服务,北京,143.72,8.67,11.19,481063.56,235149.02,33019.26,44423.28,0.4,0.051,2.79,10.42,20100525,129650.82,1.16,7.06,3.39,95.17,17.03,26500.0,1126,广联达,-16.7604,3.9067,12.6013,14.0616,-25.1969,12.2871,2126,广联达,-25.666,-78.036,1.7601,-0.9148,-86.1582,1.5762,2103,广联达,-20.3215,-71.273,-1.7979,-1.4576,-81.9149,-1.9157,2819,广联达,-12.7305,-57.6093,-1.6795,-3.0685,-72.8535,-1.9877,1839,广联达,20.5262,-40.4434,-2.0381,-2.4912,-60.0,-2.331,363,广联达,49.8266,94.6489,2.1545,4.9342,95.9184,1.9161,397,广联达,42.801,94.0818,3.9379,7.0965,100.0,3.9867,549,广联达,32.1465,70.5641,9.4929,45.4454,75.3488,8.0675,1229,广联达,30.4132,21.7157,9.4337,47.9745,28.9474,8.1368,1229,广联达,15.1255,24.9753,7.7237,48.3496,32.2917,5.7913,1234,广联达,12.1123,26.2754,8.6205,45.9196,25.4902,6.0225,1638,广联达,15.283,12.918,5.1352,8.8189,11.9363,4.1788,1898,广联达,7.0572,0.122,4.6091,8.556000000000001,4.0816,3.7153
26,300365,恒华科技,软件服务,北京,226.12,2.17,3.95,193386.13,168986.3,6713.07,78910.28,2.0,0.025,3.96,5.72,20140123,52760.73,1.34,60.29,61.84,26.82,6.15,6388.0,1352,恒华科技,20.5617,-7.0975,11.7523,7.7906,-55.5556,11.6775,452,恒华科技,45.9469,53.4392,17.6859,17.0614,-64.5161,17.0046,341,恒华科技,58.2523,75.1735,20.2731,21.6558,-27.7273,18.9116,623,恒华科技,72.1094,50.2631,22.1706,29.2386,-51.5789,20.0699,309,恒华科技,198.5533,98.228,22.4645,37.3415,-15.5,20.1664,564,恒华科技,72.5234,48.5705,17.4983,36.1464,54.5455,15.4863,641,恒华科技,70.8595,48.5839,18.1885,35.758,58.4906,16.2837,771,恒华科技,53.9879,47.4743,17.2387,39.5707,54.3478,15.8253,773,恒华科技,32.8038,48.5636,15.9345,31.8854,105.3254,14.7638,874,恒华科技,60.8069,45.1045,-1.8472,24.3077,59.1765,0.2229,908,恒华科技,54.3142,43.7108,106.5285,116.2602,61.5079,112.0824,885,恒华科技,41.8438,43.0289,106.8053,99.9421,50.7042,112.7835,590,恒华科技,60.289,64.7652,108.9822,95.5725,44.3804,115.1033
27,600176,中国巨石,玻璃,浙江,18.56,35.02,35.02,2578662.0,775315.56,1392249.63,402213.5,1.15,0.17600000000000002,3.7,3.53,19990422,583253.56,1.67,34.17,31.17,45.27,24.73,64124.0,46,中国巨石,42.3397,669.5068,14.2619,5.8985,662.7239999999998,14.8289,142,中国巨石,21.8484,262.3435,20.0511,6.3248,266.9993,20.9627,183,中国巨石,18.4516,163.7707,21.3798,12.0771,165.6572,22.0535,311,中国巨石,12.5497,108.4005,139.222,24.6234,107.1534,141.7412,319,中国巨石,6.422999999999999,94.6632,133.7554,16.657,52.8665,135.985,490,中国巨石,7.6218,60.7936,125.5745,11.6277,-43.2016,126.8402,619,中国巨石,5.4886,50.8587,122.6094,7.1861,-46.4774,124.1873,686,中国巨石,5.5501,54.959,12.8091,-0.6293,-44.4829,12.8355,1040,中国巨石,5.5215,30.9746,13.1872,2.753,-40.5472,13.2042,1093,中国巨石,9.7168,31.23,10.9395,4.7708,10.0543,11.0491,1063,中国巨石,16.6662,34.6499,11.4335,3.9808,13.2268,11.5283,918,中国巨石,16.1854,41.1372,13.6271,3.5924,17.7806,13.5179,1010,中国巨石,34.1671,31.0652,14.0076,6.2444,9.3071,13.4128
28,600498,烽火通信,通信设备,湖北,56.04,10.32,11.14,2790185.0,2310786.0,245153.72,478814.94,4.3,0.125,8.67,3.23,20010823,335458.34,3.01,20.63,0.47,28.0,3.28,50477.0,517,烽火通信,16.7462,39.4961,10.0761,15.1004,11.1111,9.7623,807,烽火通信,22.5095,22.5327,11.1086,21.4807,17.8571,14.1287,981,烽火通信,22.1756,13.9775,10.5659,28.5447,15.7895,14.1923,1450,烽火通信,25.8214,12.2407,9.2901,23.6229,14.2857,10.6293,833,烽火通信,25.7753,23.1526,9.6373,25.3053,10.0,10.9349,1285,烽火通信,26.0632,7.3623,4.8121,25.7276,12.1212,4.5207,1343,烽火通信,29.8141,11.5541,3.6457,15.4033,15.9091,4.9748,1658,烽火通信,28.6994,12.3544,2.5071,27.486,14.0625,6.1409,1441,烽火通信,26.2207,13.832,3.4557,23.1616,18.1818,6.222,1306,烽火通信,26.0224,22.0061,6.3927,24.1081,16.2162,7.2321,1462,烽火通信,25.3934,17.4944,30.8209,29.0552,11.7647,32.3616,1611,烽火通信,21.2841,13.6965,29.9214,19.7464,6.8493,30.8798,1902,烽火通信,20.6318,0.0579,28.2073,11.6131,0.0,30.2577
29,600615,丰华股份,小金属,上海,116.57,1.88,1.88,65460.55,59035.13,3567.93,43600.46,2.32,0.024,3.16,3.54,19920910,-9170.07,-0.49,-0.64,225.5,21.27,18.69,16215.0,737,丰华股份,-10.9501,20.653,3.3601,2.3862,5.2632,2.7742,1113,丰华股份,7.183,9.0742,3.3109,1.0126,-8.1081,2.5862,1716,丰华股份,14.729,-23.8234,2.5678,2.7921,-44.8276,1.6935,2776,丰华股份,16.014,-50.1236,-2.8335,-1.9377,-72.8571,-3.0717,1972,丰华股份,31.2404,-62.3049,-3.5362,-2.1097,-60.0,-3.6348,1559,丰华股份,39.7227,-2.3746,-3.0257,-0.461,20.5882,-2.9801,1723,丰华股份,35.1582,-2.5824,-3.0235,-0.0999,37.5,-2.7949,1143,丰华股份,28.6726,29.0077,1.8598,2.8375,157.8947,1.7353,2067,丰华股份,2.1183,-16.3835,1.9345,-11.8241,-12.5,1.8319,59,丰华股份,-3.0052,1162.7858,21.2577,4.8965,1217.0732,21.1939,49,丰华股份,-6.1497,1107.6148,21.8433,2.2981,1170.4545,21.812,44,丰华股份,-10.2554,978.7827,21.7258,0.516,1051.0204,21.7023,217,丰华股份,-0.638,211.5856,22.2421,18.3057,214.2857,22.2258
30,600810,神马股份,化纤,河南,16.21,4.42,4.42,1038650.13,511553.94,242522.22,179027.56,4.05,0.23,5.95,2.51,19940106,16058.84,0.36,-12.15,119.82,11.74,3.67,28754.0,2004,神马股份,12.0707,-109.3058,9.9856,16.1605,-80.0,0.5085,2218,神马股份,22.4401,-107.5309,8.5722,13.4586,-91.6667,-0.7154,2187,神马股份,19.1785,-94.936,8.4026,12.9145,-86.6667,-1.1469,2370,神马股份,-45.661,-20.9007,5.0725,3.5835,4.2367,2.7187,2458,神马股份,-36.2271,,5.6015,1.8894,147.0,2.9443,2811,神马股份,-32.9094,,7.0649,7.1081,800.0,4.14,17,神马股份,-22.9581,2545.6466,8.3433,6.2835,742.5,5.6623,683,神马股份,24.1225,55.1253,4.5383,20.2183,33.1465,3.2401,143,神马股份,61.09,524.7346,6.6981,21.4086,323.8866,4.7010000000000005,600,神马股份,22.1959,76.1853,5.6639,2.7459,22.2222,3.654,1282,神马股份,7.2597,24.3635,5.6581,9.9986,-5.0445,2.8332,1306,神马股份,6.419,23.797,5.202000000000001,0.7663,-21.0526,2.7257,339,神马股份,-12.152,126.2141,8.7838,0.2337,119.6753,4.887
32,600141,兴发集团,化工原料,湖北,38.53,5.01,6.06,2455696.0,610281.56,1252081.88,413509.5,6.82,0.11,10.79,1.69,19990616,152144.73,2.51,6.37,127.45,14.69,1.76,31608.0,452,兴发集团,20.7056,45.0512,40.9976,20.3302,22.3496,45.4476,1095,兴发集团,17.5552,9.6816,41.9498,33.3375,21.125,44.0488,2117,兴发集团,13.4887,-75.7641,-4.3752,11.4774,-77.7778,-4.0435,2916,兴发集团,8.7813,-81.0203,-0.6232,8.7046,-86.0054,-0.7263,1755,兴发集团,5.579,-30.6424,-0.8651,12.1509,-34.4262,-0.9262,1553,兴发集团,-0.835,-2.0977,0.5294,6.6217,-27.7606,-0.0841,1773,兴发集团,5.6818,-4.9614,0.3187,1.5597,-25.0,9.2489,571,兴发集团,17.3402,67.0986,10.0234,0.0352,18.956,20.8043,263,兴发集团,27.5825,236.1532,11.0758,-3.0479,25.0,21.1729,229,兴发集团,19.5412,264.7067,13.1248,-1.2953,128.5714,22.6864,188,兴发集团,12.1586,279.8968,14.8841,1.9337,166.6667,12.858,188,兴发集团,8.3667,251.916,7.0388,1.695,202.9446,3.6474,462,兴发集团,6.371,88.0085,28.3328,11.7559,208.5714,27.3332
33,603311,金海环境,专用机械,浙江,37.34,0.93,2.1,92747.85,59868.23,15367.92,20809.56,0.99,0.098,3.52,4.14,20150518,29263.25,1.39,9.48,-9.68,33.48,14.18,21695.0,793,金海环境,9.8292,17.4345,,,12.5,,1211,金海环境,10.6994,5.3599,,,0.0,,1194,金海环境,5.4224,4.9085,,,-12.0,,1815,金海环境,1.6222,2.6484,117.5863,46.1172,-12.5,105.3033,620,金海环境,9.5334,38.2596,118.1242,41.7442,0.0,106.1395,669,金海环境,8.906,39.9645,19.5732,6.1021,15.7895,13.3078,686,金海环境,15.5343,44.5063,11.1128,1.8333,31.8182,11.8647,1000,金海环境,16.5752,34.8796,10.822,2.3685,21.4286,11.5241,1430,金海环境,13.7718,14.2471,11.1731,4.1544,22.2222,11.9037,1629,金海环境,14.527,11.8508,8.8274,3.6622,9.0909,9.316,1108,金海环境,10.8594,31.6794,2.8735,4.5179,31.0345,8.4361,1582,金海环境,6.9645,14.4763,3.3584,5.6478,11.7647,8.8526,2067,金海环境,9.4779,-10.0004,2.5688,4.9091,-9.0909,7.8234
34,300316,晶盛机电,专用机械,浙江,46.11,9.22,9.85,607862.44,444950.41,64232.81,154334.25,1.57,0.138,3.76,6.74,20120511,106091.97,1.08,53.25,122.85,39.37,23.95,27523.0,894,晶盛机电,68.1761,12.1897,4.06,2.2648,-26.6667,2.4166,540,晶盛机电,85.6866,43.783,7.7374,20.4232,-37.5,3.6886,465,晶盛机电,103.9587,48.4951,9.1256,18.7629,-38.4615,4.6394,434,晶盛机电,141.2264,76.0274,9.4037,24.7644,-25.0,5.0532,645,晶盛机电,61.1716,36.2563,13.3097,31.5015,-33.8636,5.7507,523,晶盛机电,77.8675,55.1747,9.5398,15.8298,80.0,5.3117,501,晶盛机电,72.4708,68.2351,10.4487,17.7437,87.5,6.9875,610,晶盛机电,84.4389,62.5268,78.4728,74.8379,91.6667,81.5375,381,晶盛机电,106.1738,144.2403,73.6682,75.2712,112.0275,82.0006,533,晶盛机电,91.5574,92.2067,72.1499,84.4176,55.5556,80.5926,495,晶盛机电,87.3014,98.6009,71.6775,114.8776,73.3333,79.8608,427,晶盛机电,78.5529,101.9472,7.374,45.6304,69.5652,8.6875,333,晶盛机电,53.2463,129.9625,9.3087,40.4885,126.9044,10.6726
35,300188,美亚柏科,软件服务,福建,727.02,3.07,4.97,290534.66,158228.69,26838.55,87079.46,1.75,0.01,4.74,6.39,20110316,80292.75,1.62,27.54,53.67,57.98,2.8,33536.0,790,美亚柏科,27.6395,17.5265,14.7524,20.5389,-244.4444,14.1325,1432,美亚柏科,23.7374,-4.706,18.4119,20.6961,-44.8718,19.5388,1158,美亚柏科,28.7203,6.4278,17.6801,22.5405,-37.0079,18.0709,1085,美亚柏科,26.5406,23.5426,73.1656,67.5583,-40.3846,77.277,1982,美亚柏科,32.179,-63.9526,72.8472,77.4216,-43.5897,77.2098,1707,美亚柏科,29.5815,-11.2058,65.6479,69.6862,13.9535,67.727,1658,美亚柏科,28.876,0.5711,66.1114,65.312,18.75,69.8052,1482,美亚柏科,30.76,17.2272,11.9011,19.2642,22.5806,11.5687,2609,美亚柏科,38.7888,-257.28700000000003,12.2053,17.6231,209.0909,11.962,1006,美亚柏科,43.0022,36.8411,12.5097,21.0395,34.6939,12.5678,918,美亚柏科,33.3667,42.7727,13.1698,20.3079,40.0,13.4508,830,美亚柏科,33.9442,46.7499,24.188,18.4709,47.3684,24.659,3219,美亚柏科,27.5446,,25.0402,16.2435,54.4118,25.6705
36,650,仁和药业,中成药,江西,18.21,12.38,12.38,434820.31,253871.77,65273.51,29476.35,0.24,0.086,2.52,2.49,19961210,136191.8,1.1,26.02,34.05,41.84,10.19,90000.0,430,仁和药业,22.5043,48.0297,12.8451,14.0252,40.0376,12.6054,570,仁和药业,15.6108,40.0763,18.3722,17.9568,5.7799,17.6047,580,仁和药业,12.3241,37.8651,19.016,19.6047,5.8387,18.1859,832,仁和药业,12.0109,34.5017,20.2962,21.5304,6.6667,17.515,577,仁和药业,66.3101,41.2988,30.2809,39.1321,12.6174,18.3292,1155,仁和药业,49.1435,12.1166,30.0128,32.0568,7.1856,18.3393,1498,仁和药业,44.3756,5.9636,27.5948,24.2279,2.8518,17.2532,2158,仁和药业,41.3352,-1.1013,23.2086,22.4513,-6.25,15.1877,2071,仁和药业,-1.1755,-17.0063,12.923,3.379,-23.5995,13.5703,2114,仁和药业,2.5052,-4.754,8.9911,4.9453,-8.8687,8.696,2121,仁和药业,4.3191,-2.5431,8.5282,9.7969,-5.1364,8.5358,2067,仁和药业,7.7569,2.4048,8.3621,7.8268,3.3333,9.3282,1200,仁和药业,26.015,22.709,8.7598,13.5744,34.1654,10.0214
37,600409,三友化工,化工原料,河北,13.31,18.5,20.64,2414351.25,710172.94,1328175.88,354488.22,1.72,0.212,5.06,2.23,20030618,449773.41,2.18,-7.71,-14.18,25.28,9.27,81841.0,1871,三友化工,5.8588,-68.2152,5.5972,3.7087,-62.8623,5.7028,1009,三友化工,10.7376,12.6678,7.1747,2.5904,21.9048,7.5478,1607,三友化工,11.1822,-16.6065,3.2086,1.538,-10.9009,3.7313,2367,三友化工,7.8651,-20.8085,3.4685,1.6045,-13.5324,4.2822,115,三友化工,14.5533,315.6616,5.004,-0.8117,237.0732,5.7139,434,三友化工,12.8824,74.2378,3.0017,-0.154,55.0781,3.3239,423,三友化工,11.3612,87.7509,7.2404,-0.8121,72.1788,7.7236,373,三友化工,15.0648,108.4961,9.4636,3.2122,84.8879,9.5995,215,三友化工,46.6277,309.0467,15.405,7.6965,299.2764,15.4003,255,三友化工,35.9928,235.7199,38.62300000000001,14.7913,227.4559,40.0664,288,三友化工,32.614000000000004,164.5093,40.6863,16.5293,147.1772,41.9065,292,三友化工,28.1715,151.4773,42.6156,14.7078,134.0771,43.8484,2170,三友化工,-7.71,-16.9117,38.4437,11.687,-23.0881,39.8262
38,600738,兰州民百,百货,甘肃,29.14,3.68,7.83,503740.81,208931.2,36108.51,38846.9,0.5,0.073,2.42,3.5,19960802,64793.8,0.83,8.73,24.54,37.44,13.5,21086.0,1393,兰州民百,-6.6382,-9.5211,6.0032,7.9059,-8.7912,6.0032,1464,兰州民百,-5.9678,-6.8347,9.4994,17.2977,-6.875,9.4994,1530,兰州民百,-7.5559,-12.5429,8.6099,4.4032,-12.6582,8.6099,2326,兰州民百,-7.752999999999999,-18.6994,7.7047,7.5258,-18.7943,7.7047,1661,兰州民百,-12.0109,-21.6118,6.9122,10.8119,-21.6867,6.9122,1968,兰州民百,-11.3585,-27.0464,6.047999999999999,0.5222,-26.8456,6.047999999999999,2100,兰州民百,-10.6561,-28.4779,5.395,3.2756,-28.5024,5.395,2583,兰州民百,-8.3994,-26.0947,5.2869,18.8765,-26.2009,5.2869,2201,兰州民百,-3.7274,-28.0026,4.6271,14.1121,-27.6923,4.6271,487,兰州民百,32.8015,102.6214,44.9831,152.9689,-4.5872,44.9831,484,兰州民百,33.9209,100.7505,45.5135,138.0203,-5.4054,45.5135,338,兰州民百,33.1043,129.7385,47.3792,107.7835,8.283999999999999,47.3792,202,兰州民百,48.2787,230.9978,50.1403,115.7583,55.3191,50.1403
39,2632,道明光学,化工原料,浙江,38.94,5.54,6.26,219934.34,97734.15,61692.18,80832.97,1.29,0.07200000000000001,2.99,3.77,20111122,40654.4,0.65,74.47,130.18,40.56,18.71,30958.0,267,道明光学,22.0819,95.4298,2.2895,1.5930000000000002,0.0,2.8351,325,道明光学,5.5478,82.4846,52.0821,45.6747,-10.0,52.0821,464,道明光学,-4.3462,48.5957,51.5549,42.4428,-25.0,51.5549,515,道明光学,-7.1915,62.71,54.3924,46.6524,-20.0,51.9635,1093,道明光学,-4.3107,10.0322,53.9122,47.1777,0.0,51.5031,1784,道明光学,1.0291,-15.1721,3.6277,4.2405,-57.7778,2.0685,1481,道明光学,9.1201,6.5281,4.0617,4.7825,-45.8333,2.5584,2165,道明光学,21.4889,-1.4331,2.6955,2.7718,-50.0,2.4337,597,道明光学,35.5847,72.3943,3.2352,3.827,-25.0,3.0333,314,道明光学,35.61,177.6528,4.8752,4.9357,163.1579,4.713,371,道明光学,52.0113,132.7252,16.0454,35.4129,115.3846,17.1652,252,道明光学,54.6206,176.4922,26.1629,40.702,162.5,27.936,301,道明光学,74.4721,142.2613,27.554,36.0484,133.3333,29.2806
