,code,name_x,industry,area,pe,outstanding,totals,totalAssets,liquidAssets,fixedAssets,reserved,reservedPerShare,esp,bvps,pb,timeToMarket,undp,perundp,rev,profit,gpr,npr,holders,Unnamed: 0_x,name_y,roe_2015q1,net_profit_ratio_2015q1,gross_profit_rate_2015q1,net_profits_2015q1,eps_2015q1,business_income_2015q1,bips_2015q1,Unnamed: 0_y,name_x,roe_2015q2,net_profit_ratio_2015q2,gross_profit_rate_2015q2,net_profits_2015q2,eps_2015q2,business_income_2015q2,bips_2015q2,Unnamed: 0_x,name_y,roe_2015q3,net_profit_ratio_2015q3,gross_profit_rate_2015q3,net_profits_2015q3,eps_2015q3,business_income_2015q3,bips_2015q3,Unnamed: 0_y,name_x,roe_2015q4,net_profit_ratio_2015q4,gross_profit_rate_2015q4,net_profits_2015q4,eps_2015q4,business_income_2015q4,bips_2015q4,Unnamed: 0_x,name_y,roe_2016q1,net_profit_ratio_2016q1,gross_profit_rate_2016q1,net_profits_2016q1,eps_2016q1,business_income_2016q1,bips_2016q1,Unnamed: 0_y,name_x,roe_2016q2,net_profit_ratio_2016q2,gross_profit_rate_2016q2,net_profits_2016q2,eps_2016q2,business_income_2016q2,bips_2016q2,Unnamed: 0_x,name_y,roe_2016q3,net_profit_ratio_2016q3,gross_profit_rate_2016q3,net_profits_2016q3,eps_2016q3,business_income_2016q3,bips_2016q3,Unnamed: 0_y,name_x,roe_2016q4,net_profit_ratio_2016q4,gross_profit_rate_2016q4,net_profits_2016q4,eps_2016q4,business_income_2016q4,bips_2016q4,Unnamed: 0_x,name_y,roe_2017q1,net_profit_ratio_2017q1,gross_profit_rate_2017q1,net_profits_2017q1,eps_2017q1,business_income_2017q1,bips_2017q1,Unnamed: 0_y,name_x,roe_2017q2,net_profit_ratio_2017q2,gross_profit_rate_2017q2,net_profits_2017q2,eps_2017q2,business_income_2017q2,bips_2017q2,Unnamed: 0_x,name_y,roe_2017q3,net_profit_ratio_2017q3,gross_profit_rate_2017q3,net_profits_2017q3,eps_2017q3,business_income_2017q3,bips_2017q3,Unnamed: 0_y,name_x,roe_2017q4,net_profit_ratio_2017q4,gross_profit_rate_2017q4,net_profits_2017q4,eps_2017q4,business_income_2017q4,bips_2017q4,Unnamed: 0,name_y,roe_2018q1,net_profit_ratio_2018q1,gross_profit_rate_2018q1,net_profits_2018q1,eps_2018q1,business_income_2018q1,bips_2018q1
2848,600485,信威集团,通信设备,北京,0.0,16.31,29.24,2120499.5,1765495.63,56744.51,306836.38,1.05,-0.16899999999999998,3.24,4.5,20030807,391411.63,1.34,-33.11,-77.71,34.28,-885.97,155345.0,557.0,信威集团,2.87,122.02,81.0962,305.6864,0.1045,250.5034,0.0856,1527.0,信威集团,3.21,72.31,80.403,342.3861,0.1171,473.4533,0.1619,470.0,信威集团,10.15,68.56,87.6613,1164.8593,0.3984,1698.8985,0.581,736.0,信威集团,15.56,53.19,87.9682,1901.2582,0.6502,3574.2165,1.2224,246.0,信威集团,4.31,49.22,91.6434,464.2498,0.1587,943.1332,0.3225,165.0,信威集团,12.06,58.24,87.2042,1410.2614,0.4823,2421.4617,0.8282,349.0,信威集团,12.14,50.27,83.5906,1421.4537,0.4861,2827.3806,0.967,884.0,信威集团,12.9,49.44,80.8621,1526.9592,0.5222,3087.9688,1.0561,3171.0,信威集团,-2.4,-333.47,64.62,-277.4953,-0.0949,83.2139,0.0284,946.0,信威集团,5.81,37.36,90.898,726.9508,0.2486,1945.67,0.6654,2377.0,信威集团,3.52,18.49,89.8407,430.4185,0.1472,2326.7515,0.7958,3410.0,信威集团,-17.7,-273.41,22.9083,-1768.8435,-0.6049,646.9346,0.2212,3452.0,信威集团,-5.2,-885.97,34.28,-493.1268,-0.1686,55.6594,0.019
2849,600439,瑞贝卡,服饰,河南,31.55,11.32,11.32,470519.09,363325.19,53712.23,24846.25,0.22,0.044,2.36,2.36,20030710,132212.42,1.17,1.9,15.23,36.71,10.76,54390.0,1040.0,瑞贝卡,1.75,8.09,27.0071,40.3094,0.0427,498.0225,0.5279,1387.0,瑞贝卡,3.66,8.05,26.6737,84.0333,0.08900000000000001,1042.665,1.1053,1186.0,瑞贝卡,5.59,8.72,27.4061,130.8074,0.1386,1498.899,1.5889,2129.0,瑞贝卡,6.03,7.26,29.8602,141.3882,0.1498,1945.192,2.062,1187.0,瑞贝卡,1.55,8.32,32.8371,37.0983,0.0393,445.4429,0.4722,1622.0,瑞贝卡,3.34,7.97,31.1047,76.2349,0.0808,956.3825,1.0138,1462.0,瑞贝卡,5.11,8.63,32.082,118.2807,0.1253,1369.6642,1.4519,1851.0,瑞贝卡,7.35,9.47,33.6424,171.6066,0.1819,1810.859,1.9196,1351.0,瑞贝卡,1.81,9.51,32.5124,43.2781,0.0458,454.9759,0.4823,1442.0,瑞贝卡,4.42,10.81,32.7789,105.2271,0.0929,972.8547,0.8594,1452.0,瑞贝卡,6.47,10.7,33.4278,157.0343,0.1387,1467.0817,1.296,1653.0,瑞贝卡,8.06,11.05,36.5092,215.1174,0.19,1946.6507,1.7196,1374.0,瑞贝卡,1.87,10.75,36.7074,49.8709,0.044,463.6394,0.4095
2850,600429,三元股份,乳制品,北京,61.23,8.85,14.98,1400817.25,439033.41,260686.05,331037.34,2.21,0.024,3.24,1.8,20030915,-6489.8,-0.04,26.71,171.07,31.96,2.03,28417.0,2142.0,三元股份,0.12,0.6,30.8163,6.7376,0.0044,1108.5739,0.7402,2266.0,三元股份,0.88,2.22,30.1654,49.5775,0.0331,2229.7482,1.4889,2222.0,三元股份,0.69,1.15,29.2421,38.8191,0.0259,3354.7332,2.2401,2946.0,三元股份,1.4,1.73,30.5083,78.734,0.0525,4549.8653,3.0381,2114.0,三元股份,0.29,1.46,30.4011,16.8344,0.0112,1145.7544,0.765,1874.0,三元股份,2.66,6.66,31.8181,153.3253,0.1023,2299.4283,1.5354,2009.0,三元股份,2.96,4.9,30.7289,171.1585,0.1142,3490.186,2.3305,2894.0,三元股份,2.22,1.8,30.4238,105.4206,0.0703,5853.8754,3.9089,2823.0,三元股份,0.03,0.12,30.5345,1.6872,0.0011,1383.0968,0.9235,2969.0,三元股份,0.72,1.11,31.5941,34.5319,0.023,3088.6988,2.0624,2670.0,三元股份,2.53,2.63,31.3029,123.4699,0.0824,4686.2258,3.1292,3066.0,三元股份,1.57,1.24,29.5463,76.0188,0.0507,6121.1816,4.0874,2425.0,三元股份,0.73,2.02,31.9647,35.5235,0.0237,1752.59,1.1702
2851,600423,*ST柳化,农药化肥,广西,59.6,3.99,3.99,327435.66,88471.9,194530.11,50930.59,1.28,0.02,0.12,39.21,20030717,-95882.61,-2.4,32.54,-80.11,17.4,1.55,29565.0,2622.0,*ST柳化,-2.75,-5.62,12.3277,-34.9404,-0.0874,620.9627,1.5549,2875.0,*ST柳化,-8.18,-7.16,9.7935,-97.2058,-0.2434,1356.4783,3.3967,2750.0,*ST柳化,-17.16,-9.4,9.1299,-188.2186,-0.4713,2002.147,5.0135,3473.0,*ST柳化,-61.68,-18.46,3.1983,-485.5524,-1.2158,2629.3662,6.5841,2881.0,*ST柳化,-12.63,-16.67,2.9033,-88.4023,-0.2213,530.1834,1.3276,3196.0,*ST柳化,-43.57,-21.36,0.3427,-239.4383,-0.5995,1120.5535,2.8059,3067.0,*ST柳化,-120.29,-26.5,-4.2699,-431.6837,-1.0809,1628.8954,4.0788,3513.0,*ST柳化,,-39.31,-2.6431,-816.2398,-2.0439,2076.4053,5.1994,0.0,*ST柳化,215.12,10.3,-1.3969999999999998,40.6863,0.1018,394.6887,0.9883,3503.0,*ST柳化,,-9.94,2.3107,-87.9168,-0.2201,884.2156,2.2141,3478.0,*ST柳化,,-13.74,1.011,-178.9974,-0.4482,1302.0538,3.2604,1.0,*ST柳化,159.31,3.36,5.4217,61.5515,0.1541,1830.0737,4.5826,11.0,*ST柳化,16.44,1.54,17.4007,8.091000000000001,0.0202,523.1384,1.3099
2852,600403,大有能源,煤炭开采,河南,9.17,23.91,23.91,1727221.63,790522.94,702898.06,32854.75,0.14,0.122,3.07,1.45,20031009,399995.72,1.67,16.2,92.12,35.2,14.15,21002.0,2363.0,大有能源,-0.68,-3.8,13.6344,-66.6994,-0.0278,1752.6929,0.733,2718.0,大有能源,-2.42,-8.08,12.4683,-232.3341,-0.0971,2873.4025,1.2018,2657.0,大有能源,-6.28,-14.78,8.0148,-579.9213,-0.2425,3921.3661,1.6401,3362.0,大有能源,-15.17,-27.85,2.9833,-1288.326,-0.5388,4624.304,1.9341,2844.0,大有能源,-5.85,-68.48,-19.2599,-472.3616,-0.1975,689.7372,0.2884,3151.0,大有能源,-12.6,-60.4,-12.8202,-959.6504,-0.4013,1588.6106,0.6644,3018.0,大有能源,-17.48,-48.79,-8.3329,-1286.1351,-0.5379,2635.6133,1.1023,3453.0,大有能源,-29.67,-37.88,6.5282,-1962.6313,-0.8209,5181.053,2.167,1064.0,大有能源,2.22,8.55,35.1825,151.3597,0.0633,1768.8551,0.7398,1535.0,大有能源,4.18,8.64,38.1896,289.7279,0.1211,3351.223,1.4017,1607.0,大有能源,5.9,7.72,35.2809,413.7499,0.173,5355.0768,2.2398,1948.0,大有能源,6.82,7.02,35.9748,480.3915,0.2009,6834.3416,2.8585,403.0,大有能源,3.96,14.14,35.195,290.7929,0.1216,2055.3614,0.8596
2853,600401,*ST海润,半导体,江苏,0.0,47.25,47.25,1299362.38,459933.81,576208.38,125456.07,0.27,-0.041,0.21,4.16,20030924,-496537.91,-1.05,-61.5,31.13,1.45,-67.05,241924.0,1851.0,*ST海润,0.49,1.43,12.5357,23.71,0.015,1654.1513,1.0502,2307.0,*ST海润,0.74,1.88,18.7898,35.7709,0.0075,1896.974,0.4014,2158.0,*ST海润,1.02,1.37,20.137,50.014,0.0105,3639.837,0.7703,2840.0,*ST海润,1.94,1.57,18.8004,96.0809,0.0203,6088.9655,1.2886,2152.0,*ST海润,0.25,1.07,21.3875,12.5053,0.0026,1165.6878,0.2467,2528.0,*ST海润,0.84,1.73,24.3318,42.4644,0.0089,2450.9968,0.5187,2533.0,*ST海润,0.9,1.19,23.4689,45.2857,0.0095,3794.9198,0.8031,3458.0,*ST海润,-30.98,-26.09,19.2787,-1179.3435,-0.2495,4519.0805,0.9564,3274.0,*ST海润,-8.07,-37.48,6.6769,-284.0251,-0.0601,757.7127,0.1603,3463.0,*ST海润,-15.39,-29.08,6.9314,-501.5456,-0.1061,1724.4393,0.3649,3443.0,*ST海润,-30.78,-36.62,6.2068,-883.5382,-0.1869,2412.3461,0.5105,3488.0,*ST海润,-204.31,-74.81,4.2145,-2436.4053,-0.5156,3256.4026,0.6891,3485.0,*ST海润,-19.77,-67.04,1.4467,-195.5977,-0.0413,291.7274,0.0617
2854,600400,红豆股份,服饰,江苏,59.42,20.3,25.33,546740.25,295921.34,40704.01,147717.77,0.58,0.018000000000000002,1.81,2.42,20010108,109669.4,0.43,20.88,51.3,24.5,6.72,40730.0,1569.0,红豆股份,0.91,2.3,25.48,13.3307,0.0237,578.3128,1.0319,1901.0,红豆股份,2.01,2.66,26.5942,29.0851,0.0519,1090.5691,1.946,1941.0,红豆股份,2.15,2.78,25.3886,48.2111,0.0677,1731.5236,2.4324,2495.0,红豆股份,3.93,3.24,24.3627,86.0956,0.1209,2651.0924,3.7242,1360.0,红豆股份,1.28,5.74,23.3942,28.1217,0.0197,489.5445,0.3438,1867.0,红豆股份,2.68,4.42,20.9025,59.1691,0.0415,1336.7528,0.9389,2165.0,红豆股份,2.39,5.55,23.0502,96.6183,0.0587,1739.5527,1.0574,2569.0,红豆股份,3.88,5.24,22.9574,159.4177,0.0969,3041.4672,1.8489,2262.0,红豆股份,0.74,5.36,29.0764,30.7851,0.0187,573.2837,0.3485,222.0,红豆股份,11.23,31.17,22.3463,498.3718,0.2754,1598.4978,0.8834,355.0,红豆股份,12.58,28.5,24.9859,567.1248,0.3134,1989.4737,1.0994,627.0,红豆股份,13.4,22.4,25.279,608.0374,0.336,2714.1039,1.4999,2147.0,红豆股份,1.01,6.72,24.5043,46.5789,0.0257,692.9897,0.3829
2855,600399,抚顺特钢,特种钢,辽宁,79.49,11.3,13.0,1261757.88,701421.56,339671.34,23397.42,0.18,0.052000000000000005,1.63,3.37,20001229,47886.64,0.37,18.6,-48.9,15.33,1.64,124131.0,437.0,抚顺特钢,3.35,4.71,20.1153,60.754,0.1168,1288.9276,2.4787,569.0,抚顺特钢,7.05,5.06,19.5812,130.8349,0.1006,2580.6367,1.9851,530.0,抚顺特钢,9.66,5.06,18.418,184.2077,0.1416,3637.6971,2.7982,1384.0,抚顺特钢,10.25,4.31,22.335,196.7328,0.1513,4557.6932,3.5059,704.0,抚顺特钢,2.48,4.24,18.5075,49.0009,0.0376,1154.7986,0.8883,1025.0,抚顺特钢,5.25,4.34,18.9506,103.9976,0.0799,2393.4072,1.841,1101.0,抚顺特钢,6.58,3.79,18.9389,132.0175,0.1015,3475.063,2.6731,,,,,,,,,,1561.0,抚顺特钢,1.56,2.26,15.3337,31.4605,0.0242,1389.4234,1.0687,2094.0,抚顺特钢,2.91,2.14,15.4707,59.5884,0.0458,2772.9584,2.133,2494.0,抚顺特钢,3.17,1.63,15.3341,67.4653,0.0518,4121.4193,3.1703,,,,,,,,,,,,,,,,,,
2856,600393,粤泰股份,全国地产,广东,24.17,9.88,25.36,1921576.25,1774629.25,22376.35,207172.13,0.82,0.063,2.38,2.57,20010319,129354.35,0.51,-64.77,-77.83,38.59,17.83,27423.0,1480.0,粤泰股份,1.03,5.99,34.3398,10.4036,0.0346,173.6586,0.5788,1881.0,粤泰股份,2.07,6.79,44.2773,20.372,0.0679,299.897,0.9996,1837.0,粤泰股份,2.6,5.71,42.1813,25.7152,0.0857,449.6815,1.4989,2091.0,粤泰股份,6.29,7.76,41.6523,64.5095,0.215,831.0538,2.7701,2403.0,粤泰股份,-0.22,-8.53,41.7816,-11.936,-0.0094,139.8198,0.1102,2319.0,粤泰股份,1.42,15.85,44.8265,73.336,0.0578,462.6228,0.3648,2347.0,粤泰股份,1.74,15.28,44.6917,87.6845,0.0691,573.7509,0.4524,2749.0,粤泰股份,2.99,15.21,45.1239,145.1423,0.1144,953.9138,0.7522,18.0,粤泰股份,13.13,28.34,44.0938,725.1229,0.5718,2558.627,2.0176,65.0,粤泰股份,15.98,24.21,47.3174,911.8026,0.3595,3765.1763,1.4845,91.0,粤泰股份,20.13,23.67,46.5893,1192.0341,0.4699,5034.4145,1.9849,201.0,粤泰股份,19.81,20.85,44.5506,1167.8579,0.4604,5600.6607,2.2082,892.0,粤泰股份,2.65,17.83,38.5919,160.7808,0.0633,901.531,0.3554
2857,600380,健康元,化学制药,深圳,19.65,15.62,15.74,2216041.25,1410669.0,418463.88,93317.06,0.59,0.14300000000000002,4.82,2.34,20010608,471495.56,3.0,9.08,17.85,64.82,7.5,131992.0,340.0,健康元,3.87,8.42,61.4058,178.2735,0.1153,2116.5917,1.3692,578.0,健康元,7.01,7.96,60.6882,332.717,0.2152,4179.7253,2.7038,545.0,健康元,9.53,6.81,60.8358,440.4149,0.278,6463.2561,4.0806,1653.0,健康元,8.76,4.77,60.3453,412.4697,0.2604,8641.8914,5.4561,429.0,健康元,3.26,6.75,62.7289,159.155,0.1002,2355.3351,1.4841,1012.0,健康元,5.3,5.24,62.5458,257.3856,0.1621,4911.0463,3.0944,1051.0,健康元,6.84,5.07,62.9465,373.7807,0.2353,7367.6202,4.6384,1609.0,健康元,8.38,4.64,62.3315,451.4152,0.2844,9721.5442,6.1251,567.0,健康元,3.32,6.94,64.4514,191.5919,0.1208,2758.7429,1.7395,945.0,健康元,5.82,6.0,63.3752,327.0686,0.2062,5443.4626,3.4324,30.0,健康元,27.4,24.67,63.9441,2025.5039,1.287,8207.87,5.2153,68.0,健康元,28.88,19.78,62.8164,2133.0404,1.3553,10779.2582,6.8492,734.0,健康元,2.97,7.5,64.8244,225.799,0.1434,3009.2856,1.9121
2858,600335,国机汽车,汽车配件,天津,13.43,10.3,10.3,2497192.5,1939623.75,156019.56,226676.2,2.2,0.196,7.49,1.41,20010305,399222.84,3.88,-22.78,23.61,7.4,1.98,30769.0,495.0,国机汽车,3.1,0.96,4.1658,162.86700000000005,0.2596,16941.9106,27.0143,407.0,国机汽车,8.25,1.27,4.3907,453.7806,0.7235,35567.6507,56.7135,484.0,国机汽车,10.04,1.09,5.1941,552.7001,0.8812,50533.9989,80.5777,1662.0,国机汽车,8.73,0.74,5.8075,480.637,0.7663,64163.7145,102.3106,403.0,国机汽车,3.37,1.42,4.5214,188.8874,0.3011,13230.9969,21.0971,581.0,国机汽车,7.44,1.63,4.882,428.444,0.4554,26190.4943,27.8409,863.0,国机汽车,7.73,1.36,4.4835,535.2065,0.5197,39081.0311,37.9524,1537.0,国机汽车,8.74,1.21,5.9752,613.8594,0.5961,50584.7912,49.1239,1021.0,国机汽车,2.28,1.23,4.2173,163.3385,0.1586,13222.4053,12.8405,712.0,国机汽车,6.86,1.96,4.9509,503.3062,0.4887,25582.1328,24.8433,871.0,国机汽车,8.77,1.74,4.6736,656.878,0.6379,37578.4501,36.4932,1413.0,国机汽车,8.95,1.33,5.9446,670.4619,0.6511,50240.1397,48.7893,916.0,国机汽车,2.61,1.97,7.4017,201.905,0.196,10210.398,9.9155
2859,600318,新力金融,多元金融,安徽,75.71,4.84,4.84,623932.25,95737.59,453.22,20824.14,0.43,0.036000000000000004,1.76,6.29,20001208,25895.35,0.54,-13.97,-9.98,82.54,12.75,17139.0,1640.0,新力金融,0.81,3.82,20.3059,8.9293,0.0368,233.5129,0.9649,2486.0,新力金融,0.18,0.46,19.3152,2.0196,0.0083,438.9427,1.8138,2255.0,新力金融,0.57,0.98,16.3899,6.294,0.026,638.8399,2.6398,2046.0,新力金融,6.55,8.04,26.9293,76.0,0.314,944.5976,3.9032,93.0,新力金融,6.32,58.72,37.1927,77.959,0.3221,132.7519,0.5485,718.0,新力金融,6.56,49.55,47.6366,79.8788,0.33,161.2059,0.6661,739.0,新力金融,8.49,56.42,54.2922,105.4417,0.4357,186.8862,0.7722,932.0,新力金融,12.52,20.04,78.2221,162.6556,0.6721,811.303,3.3524,1603.0,新力金融,1.51,12.18,79.1056,19.6017,0.0809,160.8465,0.6646,2039.0,新力金融,3.02,12.62,83.1235,39.6576,0.0819,314.2176,0.6492,2578.0,新力金融,2.86,8.67,82.3571,39.5892,0.0817,456.5242,0.9432,3442.0,新力金融,-30.62,-48.75,84.9998,-308.7221,-0.6378,633.237,1.3083,1226.0,新力金融,2.07,12.75,82.5372,17.6446,0.0364,138.3794,0.2859
2860,600309,万华化学,化工原料,山东,7.02,27.34,27.34,6642334.0,2516593.25,2773771.5,239293.27,0.88,1.297,9.77,3.73,20010105,1876471.38,6.86,23.57,61.53,43.03,26.07,128697.0,284.0,万华化学,4.25,10.38,30.4524,470.8727,0.2177,4535.504,2.0975,309.0,万华化学,9.29,10.14,33.1024,1018.6994,0.4711,10042.2634,4.6441,270.0,万华化学,12.61,9.7,31.7397,1435.7537,0.6639,14788.3245,6.839,911.0,万华化学,13.91,8.25,30.1267,1609.7436,0.7444,19492.3829,9.0145,324.0,万华化学,3.83,8.37,26.9951,443.6405,0.2051,5299.6111,2.4508,224.0,万华化学,10.93,10.96,29.0468,1367.9751,0.6326,12475.77,5.7695,103.0,万华化学,18.33,11.94,30.1137,2500.2528,1.1562,20932.1819,9.6803,160.0,万华化学,24.82,12.22,31.0801,3679.4218,1.7015,30099.8615,13.92,22.0,万华化学,11.26,19.94,39.2307,2195.0598,0.9634,11007.0486,4.8311,21.0,万华化学,23.13,19.89,38.8206,4861.0379,1.7779,24430.0865,8.9356,14.0,万华化学,32.59,20.04,39.0138,7810.996,2.8569,38963.5039,14.2513,20.0,万华化学,40.81,20.96,39.7,11134.7903,4.0726,53123.1733,19.4304,15.0,万华化学,13.27,26.06,43.0297,3545.7222,1.2968,13601.9135,4.975
2861,600308,华泰股份,造纸,山东,10.36,11.68,11.68,1434439.38,589994.81,716726.44,224376.7,1.92,0.14300000000000002,6.27,0.95,20000928,329334.66,2.82,17.14,34.85,13.85,4.55,74342.0,1929.0,华泰股份,0.39,1.14,14.7224,25.238000000000003,0.0216,2210.3788,1.8931,2250.0,华泰股份,0.92,1.21,13.1701,58.6633,0.0502,4842.5202,4.1475,2147.0,华泰股份,1.08,0.97,13.3658,68.7992,0.0589,7061.7433,6.0482,3019.0,华泰股份,1.01,0.68,13.0989,64.5749,0.0553,9416.7821,8.0653,2001.0,华泰股份,0.43,1.27,13.8057,27.5799,0.0236,2160.5247,1.8504,2439.0,华泰股份,1.1,1.46,13.5174,70.6691,0.0605,4826.8293,4.1341,2325.0,华泰股份,1.84,1.59,13.0995,119.2053,0.102,7488.4038,6.4137,2785.0,华泰股份,2.79,1.68,13.2244,182.0349,0.1559,10809.907,9.2585,1301.0,华泰股份,1.86,3.94,13.3184,123.9097,0.1061,3137.9084,2.6875,1457.0,华泰股份,4.37,4.68,14.5677,295.6812,0.2532,6304.5859,5.3997,1305.0,华泰股份,6.96,4.87,15.4378,482.8956,0.4135,9897.0546,8.4766,1308.0,华泰股份,9.42,4.93,16.0612,673.6816,0.5769,13658.9174,11.6986,1084.0,华泰股份,2.28,4.54,13.8495,167.0972,0.1431,3675.7863,3.1482
2862,600293,三峡新材,玻璃,湖北,15.79,5.17,11.62,745823.38,399396.81,117406.65,203994.27,1.76,0.092,3.33,1.74,20000919,59854.18,0.52,5.5,62.25,8.49,3.46,44600.0,2196.0,三峡新材,0.06,0.22,17.3345,0.5046,0.0014,229.3367,0.6657,2445.0,三峡新材,0.31,0.47,14.5044,2.3421,0.0067,497.372,1.4437,2321.0,三峡新材,0.27,0.27,14.8671,2.0486,0.0059,731.9375,2.1246,3311.0,三峡新材,-9.82,-6.57,4.5475,-66.2695,-0.1923,1007.3507,2.924,2241.0,三峡新材,0.15,0.42,14.48,1.0335,0.0029,240.4834,0.698,2608.0,三峡新材,0.62,0.78,12.9531,4.2424,0.0123,540.8824,1.57,2597.0,三峡新材,0.65,2.55,14.0652,21.0366,0.0271,823.1118,1.0624,2283.0,三峡新材,5.29,5.34,14.1094,179.4084,0.2315,3354.5807,4.3298,1280.0,三峡新材,1.89,2.24,7.5486,65.5488,0.0846,2915.7819,3.7634,1175.0,三峡新材,5.13,3.01,7.6275,181.8119,0.1564,6028.7541,5.1876,1136.0,三峡新材,7.62,3.05,8.0142,277.2428,0.2385,9081.4136,7.8144,1054.0,三峡新材,10.74,3.35,8.7954,403.7524,0.3474,12050.4922,10.3692,828.0,三峡新材,2.75,3.45,8.4945,106.3537,0.0915,3076.179,2.647
2863,600256,广汇能源,石油开采,新疆,14.59,67.37,67.37,4555346.5,450557.31,1447695.0,71178.22,0.11,0.1,2.32,1.98,20000526,518673.59,0.77,196.05,1650.8,36.68,16.01,176884.0,1258.0,广汇能源,1.41,10.56,35.4611,155.4912,0.0297,1471.4619,0.2818,1400.0,广汇能源,3.62,14.08,32.0781,406.67800000000005,0.0778,2887.5626,0.5529999999999999,1719.0,广汇能源,3.13,9.01,31.0714,342.1359,0.0655,3796.3999,0.727,2775.0,广汇能源,2.28,5.14,28.4935,248.388,0.0475,4825.2445,0.9241,2161.0,广汇能源,0.24,2.74,29.9629,26.8814,0.0051,980.3712,0.1877,2619.0,广汇能源,0.61,3.68,29.2399,67.7985,0.0129,1837.9782,0.35200000000000004,2400.0,广汇能源,1.48,5.73,29.2549,164.5163,0.0315,2868.4523,0.5493,2960.0,广汇能源,1.84,4.9,30.9568,205.5988,0.0393,4194.3464,0.8032,2654.0,广汇能源,0.27,2.7,29.4522,30.2732,0.0057,1118.2216,0.2141,2895.0,广汇能源,0.99,4.15,31.4969,109.7042,0.021,2640.3908,0.5056,2753.0,广汇能源,2.22,5.33,32.9871,248.0359,0.0475,4648.3972,0.8902,2244.0,广汇能源,5.63,8.05,37.7868,655.3839999999999,0.1255,8137.4564,1.5584,305.0,广汇能源,4.37,16.01,36.6832,530.0246,0.1015,3310.4692,0.634
2864,600255,梦舟股份,铜,安徽,2806.06,17.7,17.7,608050.56,323830.88,119132.36,115910.88,0.66,0.0,1.95,1.62,20001122,48948.51,0.28,1.62,-96.47,7.0,0.04,156015.0,2459.0,梦舟股份,-1.21,-2.11,2.1482,-23.9864,-0.0153,1131.7499,0.7237,2613.0,梦舟股份,-1.05,-1.31,2.4128,-34.1509,-0.0192,2587.3465,1.4621,2548.0,梦舟股份,-3.17,-2.41,1.9504,-98.2077,-0.0554,4065.7756,2.2975,3018.0,梦舟股份,1.02,0.57,5.1593,32.9786,0.0186,5771.9554,3.2617,2618.0,梦舟股份,-1.24,-3.72,0.4375,-39.5866,-0.0223,1062.1043,0.6001,2946.0,梦舟股份,-1.88,-2.66,3.0019,-59.5287,-0.0336,2233.9027,1.2623,2835.0,梦舟股份,-2.57,-2.34,2.803,-79.8194,-0.0451,3400.8236,1.9218,2190.0,梦舟股份,5.78,3.72,8.1483,191.7691,0.1083,5141.52,2.9054,2514.0,梦舟股份,0.42,1.15,5.2929,14.1084,0.0079,1224.5725,0.6920000000000001,3123.0,梦舟股份,0.23,0.31,6.2349,7.7366,0.0043,2489.0806,1.4065,2995.0,梦舟股份,1.14,0.98,7.7404,38.397,0.0216,3906.3496,2.2074,2516.0,梦舟股份,4.34,2.79,8.8629,150.4304,0.085,5375.1687,3.0375,3028.0,梦舟股份,0.01,0.04,6.9985,0.4982,0.0002,1244.3854,0.7032
2865,600248,延长化建,建筑施工,陕西,38.38,6.08,6.16,504332.41,423445.44,51651.46,49564.95,0.8,0.036000000000000004,3.37,1.64,20000622,80556.11,1.31,32.89,46.24,9.35,3.31,28252.0,1046.0,延长化建,1.74,3.27,7.7034,30.531,0.0644,931.1666,1.9657,1253.0,延长化建,4.07,3.39,8.6798,71.9311,0.1518,2115.8983,4.4668,1220.0,延长化建,5.44,3.44,9.4842,97.5868,0.206,2834.2726,5.9834,2034.0,延长化建,6.63,3.17,11.4631,121.1356,0.2557,3817.3033,8.0586,1533.0,延长化建,1.06,3.98,6.0441,19.5801,0.0413,490.9008,1.0363,1765.0,延长化建,2.95,4.11,5.2219,54.8909,0.0891,1335.4544,2.1686,1603.0,延长化建,4.49,3.9,6.1765,84.585,0.1373,2166.8681,3.5188,2049.0,延长化建,6.37,3.38,8.791,122.8165,0.1994,3625.7211,5.8878,2220.0,延长化建,0.78,3.0,9.397,15.1698,0.0246,504.2705,0.8188,1984.0,延长化建,3.13,3.73,6.839,62.0611,0.1007,1659.6709,2.6951,2125.0,延长化建,4.29,3.21,6.7347,86.146,0.1398,2681.4475,4.3544,2034.0,延长化建,6.54,3.44,8.1531,134.145,0.2178,3893.9129,6.3233,2085.0,延长化建,1.07,3.31,9.3547,22.1837,0.036000000000000004,670.1076,1.0881
